% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.705567619e+01 +7.705567619e+01 +1.178356762e+02 +1.178356762e+02 -3.0776e+00 +3.5427e+00 +4.9734e+00 -3.2626e+00 -4.4177e+00 -2.2961e+00 -3.1979e+00 +1.9561e+00 +1.3266e+00 +3.8981e+00
27 +4.811760362e+01 +4.811760362e+01 +8.889760362e+01 +8.889760362e+01 +3.6491e+00 +2.2392e+00 +1.4842e+00 +9.5214e-02 -1.5080e+00 -7.7027e-02 -2.6392e-01 -3.9562e+00 +4.0064e-01 +8.6711e-01
199 +3.954625844e+01 +3.954625844e+01 +8.032625844e+01 +8.032625844e+01 -1.4695e+00 +1.8740e+00 +3.4594e+00 +1.0470e+00 -1.2903e+00 -1.9197e+00 +1.4353e+00 -2.8594e+00 +8.5886e-01 -5.2519e-01
830 +2.464387948e+01 +2.464387948e+01 +6.542387948e+01 +6.542387948e+01 +3.4947e+00 +1.8665e+00 +1.4165e+00 +1.0470e+00 -1.2903e+00 +6.1001e-02 +1.4353e+00 -2.8594e+00 +1.3068e-01 -5.2519e-01
2065 +1.561340423e+01 +1.561340423e+01 +5.639340423e+01 +5.639340423e+01 +3.4982e+00 +3.3549e+00 +1.4059e+00 +1.4608e+00 -1.8774e+00 -2.0204e+00 +6.9684e-01 -3.7591e+00 +1.9924e+00 +1.1760e-01
2537 +9.662658647e+00 +9.662658647e+00 +5.044265865e+01 +5.044265865e+01 -2.8370e+00 -1.1488e+00 +2.5581e+00 -2.2628e+00 -4.4881e+00 +3.5112e-01 -2.8178e+00 -3.7309e+00 +1.0582e-01 -2.3592e+00
2992 +5.370653330e+00 +5.370653330e+00 +4.615065333e+01 +4.615065333e+01 -2.6351e+00 -1.1488e+00 +1.6492e+00 -1.7403e+00 -4.3363e+00 +6.7994e-01 -2.8178e+00 -3.7309e+00 +3.6801e-01 -2.3592e+00
3102 +2.285156266e+00 +2.285156266e+00 +4.306515627e+01 +4.306515627e+01 -2.8370e+00 -1.1488e+00 +3.0896e+00 -5.7695e-01 -4.7132e+00 +7.3894e-01 -2.8653e+00 -3.1317e+00 +1.5826e+00 -2.3592e+00
4549 +1.527059641e+00 +1.527059641e+00 +4.230705964e+01 +4.230705964e+01 -2.7233e+00 -1.1488e+00 +2.4851e+00 -1.2640e+00 -4.6754e+00 +7.3894e-01 -2.8653e+00 -3.1473e+00 +1.6335e+00 -2.3592e+00
5087 +8.844017908e-01 +8.844017908e-01 +4.166440179e+01 +4.166440179e+01 -2.6546e+00 -1.1488e+00 +3.0896e+00 -2.1348e+00 -4.0691e+00 +7.5251e-01 -2.8653e+00 -3.1317e+00 +1.5826e+00 -2.3592e+00
5210 +4.991183389e-01 +4.991183389e-01 +4.127911834e+01 +4.127911834e+01 -2.8370e+00 -1.2474e+00 +2.6706e+00 -1.9740e+00 -3.8944e+00 +7.3894e-01 -2.8653e+00 -2.9872e+00 +1.5795e+00 -2.3592e+00
6354 +2.878352430e-01 +2.878352430e-01 +4.106783524e+01 +4.106783524e+01 -2.8327e+00 -1.1488e+00 +3.0527e+00 -2.4092e+00 -3.2113e+00 +3.8019e-01 -2.7888e+00 -2.8159e+00 +2.1257e+00 -2.3619e+00
6688 +2.335872920e-01 +2.335872920e-01 +4.101358729e+01 +4.101358729e+01 -2.7250e+00 -1.1488e+00 +3.0225e+00 -1.8301e+00 -3.7580e+00 +5.3306e-01 -2.9615e+00 -2.9699e+00 +2.3428e+00 -2.3544e+00
8084 +1.545871866e-01 +1.545871866e-01 +4.093458719e+01 +4.093458719e+01 -2.8370e+00 -1.2272e+00 +3.0893e+00 -1.9970e+00 -3.3637e+00 +4.5688e-01 -2.9732e+00 -2.7043e+00 +2.2544e+00 -2.3592e+00
10300 +9.616875240e-02 +9.616875240e-02 +4.087616875e+01 +4.087616875e+01 -2.8269e+00 -1.2355e+00 +3.0994e+00 -2.0466e+00 -3.5564e+00 +5.9174e-01 -2.8694e+00 -2.6379e+00 +2.4130e+00 -2.6187e+00
11298 +5.937596579e-02 +5.937596579e-02 +4.083937597e+01 +4.083937597e+01 -2.8377e+00 -1.4356e+00 +3.1122e+00 -2.1997e+00 -3.4692e+00 +5.9898e-01 -2.8099e+00 -2.5311e+00 +2.3188e+00 -2.7295e+00
12803 +3.686807310e-02 +3.686807310e-02 +4.081686807e+01 +4.081686807e+01 -2.8388e+00 -1.3403e+00 +3.4524e+00 -2.1999e+00 -3.4110e+00 +4.4899e-01 -2.7992e+00 -2.5264e+00 +2.4717e+00 -2.7279e+00
14036 +2.508566546e-02 +2.508566546e-02 +4.080508567e+01 +4.080508567e+01 -2.8367e+00 -1.4277e+00 +3.3147e+00 -2.2245e+00 -3.5482e+00 +5.3469e-01 -2.7903e+00 -2.4860e+00 +2.4478e+00 -2.7977e+00
15404 +1.417557699e-02 +1.417557699e-02 +4.079417558e+01 +4.079417558e+01 -2.8218e+00 -1.4827e+00 +3.4687e+00 -2.0443e+00 -3.5818e+00 +6.1811e-01 -2.7912e+00 -2.4611e+00 +2.4907e+00 -2.9101e+00
18369 +9.953805871e-03 +9.953805871e-03 +4.078995381e+01 +4.078995381e+01 -2.6418e+00 -1.5242e+00 +3.5295e+00 -2.1182e+00 -3.5112e+00 +6.4409e-01 -2.7922e+00 -2.4769e+00 +2.5077e+00 -2.9063e+00
18510 +6.032056606e-03 +6.032056606e-03 +4.078603206e+01 +4.078603206e+01 -2.7292e+00 -1.5139e+00 +3.5548e+00 -2.1643e+00 -3.5912e+00 +6.1438e-01 -2.7914e+00 -2.3044e+00 +2.5015e+00 -2.9125e+00
19821 +3.884885694e-03 +3.884885694e-03 +4.078388489e+01 +4.078388489e+01 -2.5979e+00 -1.6695e+00 +3.5627e+00 -2.1456e+00 -3.6537e+00 +5.9664e-01 -2.7928e+00 -2.3266e+00 +2.5056e+00 -2.9114e+00
21529 +1.528451716e-03 +1.528451716e-03 +4.078152845e+01 +4.078152845e+01 -2.4996e+00 -1.6870e+00 +3.6272e+00 -2.2006e+00 -3.5449e+00 +5.5725e-01 -2.8097e+00 -2.3417e+00 +2.8973e+00 -2.9370e+00
22557 +9.877006724e-04 +9.877006724e-04 +4.078098770e+01 +4.078098770e+01 -2.6109e+00 -1.6763e+00 +3.6567e+00 -2.1375e+00 -3.6459e+00 +5.9733e-01 -2.7963e+00 -2.3098e+00 +2.6932e+00 -2.9526e+00
24181 +5.382505677e-04 +5.382505677e-04 +4.078053825e+01 +4.078053825e+01 -2.5765e+00 -1.6887e+00 +3.6768e+00 -2.1550e+00 -3.6178e+00 +5.6738e-01 -2.8091e+00 -2.2394e+00 +2.8973e+00 -2.9912e+00
24946 +3.165409691e-04 +3.165409691e-04 +4.078031654e+01 +4.078031654e+01 -2.4955e+00 -1.6846e+00 +3.7086e+00 -2.1424e+00 -3.5558e+00 +5.8325e-01 -2.7981e+00 -2.2894e+00 +2.8617e+00 -3.0474e+00
25626 +2.161493686e-04 +2.161493686e-04 +4.078021615e+01 +4.078021615e+01 -2.5784e+00 -1.7026e+00 +3.7284e+00 -2.1550e+00 -3.5560e+00 +5.6740e-01 -2.8108e+00 -2.2394e+00 +2.8973e+00 -3.0523e+00
