% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.404798629e+05 +2.404798629e+05 +2.406036929e+05 +2.406036929e+05 -6.5088e-01 -4.6792e+00 -4.8641e+00 -1.8582e+00 -3.7956e+00 -4.6567e-01 -5.2436e-01 +2.0648e+00 -4.8403e+00 +9.4356e-01
3 +1.258668360e+05 +1.258668360e+05 +1.259906660e+05 +1.259906660e+05 +2.2297e+00 +3.9639e+00 -1.3933e+00 +9.8637e-01 +1.9396e+00 -3.6084e+00 +1.2262e+00 -3.8848e+00 -3.4961e+00 -8.2363e-01
5 +1.977481667e+04 +1.977481667e+04 +1.989864667e+04 +1.989864667e+04 -3.9360e+00 +3.0851e-01 -2.4549e+00 -1.1942e+00 -1.9835e+00 -2.1357e-01 -3.1895e-01 -2.0376e+00 +1.2030e+00 -2.1766e-01
38 +7.767019730e+03 +7.767019730e+03 +7.890849730e+03 +7.890849730e+03 +7.4728e-02 -1.4692e-01 -3.3526e-01 -6.4961e-01 +8.3483e-01 +2.7569e+00 +1.4498e+00 +4.4665e-01 -9.8972e-01 +5.9910e-01
74 +3.799662959e+03 +3.799662959e+03 +3.923492959e+03 +3.923492959e+03 -1.6410e+00 -1.3417e+00 +1.1732e+00 -4.2393e+00 -4.6526e-01 -1.3982e+00 +1.1687e+00 -3.9219e-01 -1.7585e+00 +3.2127e-02
3042 +1.992316175e+03 +1.992316175e+03 +2.116146175e+03 +2.116146175e+03 -1.1169e+00 +1.3633e+00 +1.3456e+00 -8.9382e-01 +6.7873e-01 -1.8443e+00 -2.6272e+00 +4.4385e-01 -9.6671e-01 +6.9094e-01
6725 +1.491493598e+03 +1.491493598e+03 +1.615323598e+03 +1.615323598e+03 -9.7910e-01 +1.1706e-01 -3.2945e-01 -3.7203e-01 +7.3498e-01 -6.4845e-01 +9.8119e-01 +7.3202e-01 +1.4421e+00 +2.7099e-01
13961 +8.479068117e+02 +8.479068117e+02 +9.717368117e+02 +9.717368117e+02 -7.5931e-01 -1.0193e+00 +2.2181e+00 -8.7833e-01 +4.0558e-01 -1.2560e-01 -5.7762e-01 -6.8613e-01 +9.3671e-01 -7.4289e-01
21877 +5.524284635e+02 +5.524284635e+02 +6.762584635e+02 +6.762584635e+02 +1.1983e-01 -7.3461e-01 -3.4257e-01 +3.7074e-01 -6.4348e-01 -8.5803e-01 -6.9531e-01 -1.9927e-01 +6.2423e-01 +7.9931e-01
27335 +3.325960123e+02 +3.325960123e+02 +4.564260123e+02 +4.564260123e+02 +1.1983e-01 +4.6842e-02 -5.6399e-01 +3.7074e-01 +5.3971e-02 -1.5963e+00 -6.9531e-01 -5.9187e-01 +7.9411e-01 +4.5331e-01
