% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.998820514e+05 +1.998820514e+05 +2.000058814e+05 +2.000058814e+05 -3.5416e+00 +2.2496e+00 +2.3366e+00 +1.2514e+00 -1.2625e+00 +1.1499e+00 -1.1341e+00 +4.8130e+00 +1.4754e+00 -4.3902e+00
2 +1.427735241e+05 +1.427735241e+05 +1.428973541e+05 +1.428973541e+05 -4.1263e+00 +3.0459e-01 +4.0761e+00 +4.9969e+00 -1.8607e+00 -3.6394e+00 +2.4865e-01 -4.1779e+00 -9.3476e-01 -4.5776e+00
9 +8.149250033e+04 +8.149250033e+04 +8.161633033e+04 +8.161633033e+04 +1.5529e+00 -5.2481e-01 +5.6878e-02 -3.5296e+00 -1.7558e+00 -2.8436e+00 +9.4466e-01 -1.6620e+00 +3.4238e+00 +4.5979e+00
10 +5.746751945e+04 +5.746751945e+04 +5.759134945e+04 +5.759134945e+04 +1.3606e+00 -4.2624e-01 +3.8090e+00 -1.7375e-02 -2.8743e+00 -1.5842e+00 -4.1354e+00 +8.7575e-01 -1.1295e+00 +4.1094e+00
13 +2.806635139e+04 +2.806635139e+04 +2.819018139e+04 +2.819018139e+04 -3.0947e+00 -2.0909e+00 +1.0842e+00 -1.9503e+00 +3.2532e+00 -2.7057e+00 -3.2937e+00 -4.0546e+00 -2.8405e+00 +1.1242e+00
17 +2.491863220e+04 +2.491863220e+04 +2.504246220e+04 +2.504246220e+04 -1.2390e-01 +3.3143e-01 +2.9956e+00 -6.9981e-01 -3.3969e+00 -4.8397e+00 -1.4260e+00 +2.4094e-01 -1.4481e+00 +5.1240e-01
125 +8.711660751e+03 +8.711660751e+03 +8.835490751e+03 +8.835490751e+03 -3.7840e+00 -2.6058e+00 +3.3489e+00 -3.3590e+00 +5.5524e-01 -1.3652e+00 -2.4477e-01 +5.2686e-01 +9.0351e-01 +9.1104e-01
837 +2.524924397e+03 +2.524924397e+03 +2.648754397e+03 +2.648754397e+03 -7.9497e-01 -6.2083e-02 +7.8154e-01 -1.2060e+00 -1.2292e+00 +3.2485e-01 -2.8021e+00 -4.4144e-01 -9.3237e-01 +7.3652e-03
2847 +2.484010309e+03 +2.484010309e+03 +2.607840309e+03 +2.607840309e+03 -7.9497e-01 -1.6705e+00 +7.8154e-01 -1.2060e+00 -4.3096e-01 +1.1527e-01 -2.8021e+00 +2.1831e-01 -9.3237e-01 +7.3652e-03
5248 +1.576254047e+03 +1.576254047e+03 +1.700084047e+03 +1.700084047e+03 -2.5255e+00 -9.2712e-01 +1.0481e-01 -5.5972e-01 -1.8475e+00 -7.4902e-01 -5.0516e-01 +1.3331e+00 -7.7074e-01 -1.2605e-01
5695 +8.691162815e+02 +8.691162815e+02 +9.929462815e+02 +9.929462815e+02 +1.6983e+00 +4.9164e-01 +5.5181e-01 -9.0017e-01 +2.6519e-01 +2.0430e+00 -8.1051e-02 -4.1815e-01 +1.6975e+00 +2.9836e-01
11087 +5.253012180e+02 +5.253012180e+02 +6.491312180e+02 +6.491312180e+02 +8.5400e-01 -6.8555e-01 +9.5983e-02 -1.8905e-01 +2.5715e-01 -6.4062e-01 -1.7925e+00 -2.6994e-01 -5.2468e-02 -1.9326e-02
12328 +1.823445392e+02 +1.823445392e+02 +3.061745392e+02 +3.061745392e+02 +8.5400e-01 -6.8555e-01 +6.8870e-01 -1.8905e-01 +5.3834e-01 +1.1773e-02 -6.3378e-01 -2.6994e-01 -5.2468e-02 -4.7510e-01
14341 +1.166969907e+02 +1.166969907e+02 +2.405269907e+02 +2.405269907e+02 +8.5400e-01 -6.8555e-01 -1.0352e-01 -1.8905e-01 +5.3834e-01 +1.1773e-02 -4.8164e-01 -2.8609e-01 +2.1494e-01 -4.7510e-01
