% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.073014623e+07 +1.073014623e+07 +1.073009129e+07 +1.073009129e+07 -2.8611e+00 -4.6202e+00 +2.8335e+00 +3.1277e+00 -2.9633e+00 +1.9330e+00 +1.7704e+00 +2.9437e+00 +2.9833e-01 -2.3676e-01
4 +3.359908115e+06 +3.359908115e+06 +3.359853175e+06 +3.359853175e+06 -4.3683e+00 -2.6358e+00 +3.3508e+00 +4.8146e+00 -4.6095e-01 +2.4004e+00 +1.7177e+00 +4.6293e+00 +1.9794e+00 -3.7929e+00
84 +2.224618046e+06 +2.224618046e+06 +2.224563106e+06 +2.224563106e+06 -5.8912e-01 +1.2888e+00 -4.0579e+00 +2.3061e+00 +3.6010e+00 +3.0586e-02 -3.6784e+00 +2.7617e+00 +4.4965e+00 +1.6523e+00
130 +9.731977506e+05 +9.731977506e+05 +9.731428106e+05 +9.731428106e+05 -2.4991e+00 -2.8748e+00 +6.0163e-02 +4.9484e+00 +2.3083e-01 +1.7839e+00 -4.2295e+00 -3.6378e+00 -3.2754e+00 -4.4015e+00
303 +4.725829285e+05 +4.725829285e+05 +4.725279885e+05 +4.725279885e+05 -1.5139e+00 -1.5688e+00 +3.9192e+00 -1.8091e+00 +6.5871e-01 +1.3150e+00 -3.5984e+00 -2.3413e+00 -1.7763e-01 +4.2771e+00
400 +3.829015094e+05 +3.829015094e+05 +3.828465694e+05 +3.828465694e+05 -4.0678e+00 +3.3825e+00 +1.1739e+00 +3.7047e+00 +2.3908e+00 -2.7258e+00 -4.1874e+00 +1.2845e+00 -1.3594e+00 +4.3099e+00
423 +1.910756754e+05 +1.910756754e+05 +1.910207354e+05 +1.910207354e+05 -3.2880e+00 +3.8352e+00 +2.4641e+00 -3.5868e+00 +4.9083e+00 +1.0793e+00 -4.5679e+00 +3.9349e-02 +1.6415e+00 +2.4296e+00
958 +3.567526579e+04 +3.567526579e+04 +3.562032579e+04 +3.562032579e+04 -3.0001e+00 -2.5734e+00 +1.1808e+00 +2.6369e+00 +3.1699e+00 +3.2457e+00 -1.3364e+00 -3.1587e+00 -1.8134e+00 -2.9598e+00
2647 +1.972425151e+04 +1.972425151e+04 +1.966931151e+04 +1.966931151e+04 -1.2285e-01 +1.2888e+00 -9.7201e-01 +2.3061e+00 +3.6010e+00 +1.3556e+00 -4.0628e+00 +2.0304e+00 +4.3453e+00 +2.0663e+00
3664 +1.478582936e+04 +1.478582936e+04 +1.473088936e+04 +1.473088936e+04 -3.0001e+00 -1.5788e+00 +1.1287e+00 +2.6369e+00 +3.1699e+00 +3.2457e+00 -1.4755e+00 -2.3694e+00 -2.5513e+00 -2.2112e+00
4481 +9.862435158e+03 +9.862435158e+03 +9.807495158e+03 +9.807495158e+03 -1.9455e+00 -2.5736e+00 +1.1669e+00 +2.6743e+00 +3.1699e+00 +3.3348e+00 -1.3532e+00 -2.9921e+00 -1.7754e+00 -1.5298e+00
5896 +6.063882778e+03 +6.063882778e+03 +6.008942778e+03 +6.008942778e+03 -3.0001e+00 -2.1859e+00 +1.1715e+00 +3.1925e+00 +3.1699e+00 +3.2457e+00 -1.1955e+00 -2.3694e+00 -2.0730e+00 -2.3124e+00
59093 +3.970365815e+03 +3.970365815e+03 +3.915425815e+03 +3.915425815e+03 -2.9249e+00 -2.1130e+00 +1.1528e+00 +3.2071e+00 +3.0363e+00 +3.3006e+00 -1.1089e+00 -1.9829e+00 -2.5595e+00 -1.8010e+00
197475 +2.511477722e+03 +2.511477722e+03 +2.456537722e+03 +2.456537722e+03 -2.7264e+00 -2.0670e+00 +8.9068e-01 +3.1503e+00 +2.9484e+00 +3.5693e+00 -1.0888e+00 -1.4345e+00 -2.6991e+00 -1.2755e+00
