% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.236510911e+02 +1.236510911e+02 +2.031310911e+02 +2.031310911e+02 +4.7866e+00 +1.8218e+00 +3.0122e+00 +3.4543e+00 +2.3828e+00 -2.5384e+00 -3.7312e+00 -4.4164e+00 -4.8423e-01 -1.4426e-01
8 +6.908691481e+01 +6.908691481e+01 +1.485669148e+02 +1.485669148e+02 -2.0229e+00 +3.9707e+00 -1.0720e+00 +3.7939e-01 +1.2748e+00 -3.0474e+00 -1.6394e+00 -9.6033e-01 -3.2570e+00 -4.1429e+00
16 +3.092142351e+01 +3.092142351e+01 +1.104014235e+02 +1.104014235e+02 -1.0580e+00 -1.5100e+00 -4.4372e+00 -7.9581e-02 -7.8710e-01 -8.6467e-01 +2.0929e+00 -6.3413e-01 -1.6639e+00 -2.3242e+00
223 +1.516342682e+01 +1.516342682e+01 +9.464342682e+01 +9.464342682e+01 +6.9144e-02 -2.7453e+00 -8.1291e-01 +3.4698e+00 -2.8355e+00 +2.7101e+00 +1.4317e+00 +5.0288e-01 -3.2111e+00 -3.1745e+00
2613 +7.759576463e+00 +7.759576463e+00 +8.723957646e+01 +8.723957646e+01 -1.4848e+00 -1.4348e+00 -1.2405e+00 +2.4920e+00 -1.7978e+00 +1.6517e-01 +8.7156e-01 +4.1506e-01 -5.5393e-01 -4.0428e+00
3181 +4.362351632e+00 +4.362351632e+00 +8.384235163e+01 +8.384235163e+01 -3.4046e-01 -6.1414e-01 -1.3158e+00 +1.3417e+00 -1.3778e+00 +4.7811e-01 +4.3121e-01 -2.4582e-01 -2.3036e+00 -2.3828e+00
4678 +3.229206623e+00 +3.229206623e+00 +8.270920662e+01 +8.270920662e+01 +4.6857e-02 -2.3341e-01 -1.0189e+00 +1.1502e+00 -1.7847e+00 +6.6814e-02 +2.4505e-01 +8.4568e-01 -1.8406e+00 -3.1169e+00
5943 +1.821986648e+00 +1.821986648e+00 +8.130198665e+01 +8.130198665e+01 -1.6892e-01 -1.8062e+00 -9.0035e-01 +2.2547e+00 -3.6150e+00 +4.7558e-02 -7.0737e-02 +6.9573e-02 -1.7349e+00 -2.8430e+00
6749 +1.482224409e+00 +1.482224409e+00 +8.096222441e+01 +8.096222441e+01 +4.0046e-01 -1.4147e+00 -1.2548e+00 +2.7017e+00 -3.0217e+00 -1.1937e-01 +1.4505e-01 +6.7633e-02 -1.7349e+00 -3.0971e+00
7584 +8.608600168e-01 +8.608600168e-01 +8.034086002e+01 +8.034086002e+01 +2.1044e-01 -1.4601e+00 -1.0498e+00 +2.5002e+00 -3.0217e+00 +1.9080e-01 +1.3648e-01 +3.9943e-01 -1.7349e+00 -3.0971e+00
