gen	min    	avg    	max    	std    
0  	1049.81	1562.78	27202.4	1047.62
1  	845.669	1396.14	30949.5	1240.34
2  	797.363	1159.52	19721.6	720.037
3  	662.403	1090.41	20394.1	1172.02
4  	662.403	915.518	1421.34	97.2972
5  	626.803	843.832	1180   	87.3974
6  	549.724	802.242	1164.42	87.9634
7  	549.724	773.026	1679.42	88.9596
8  	549.724	753.874	2188.89	91.6217
9  	549.724	751.857	4710.84	166.066
10 	549.724	730.985	1597.39	87.6006
11 	549.724	741.92 	5939.3 	262.337
12 	549.724	710.601	1027.09	78.0484
13 	548.355	705.246	4666.72	208.462
14 	511.712	636.792	982.119	92.2097
15 	511.712	573.833	4979.36	203.699
16 	511.712	580.587	919.341	67.6671
17 	511.712	601.231	909.674	84.8554
18 	511.712	608.491	1569.46	104.668
19 	511.712	532.441	799.109	55.9058
20 	511.712	525.393	749.576	45.6596
21 	511.712	528.623	1630.86	62.4712
22 	511.712	528.22 	784.503	48.2168
23 	511.712	523.609	771.153	41.8957
24 	510.946	524.659	750.746	43.3245
25 	510.283	525.93 	768.158	46.5657
26 	510.282	526.517	762.979	46.0288
27 	510.282	527.199	761.975	47.5327
28 	510.282	527.674	741.883	50.2761
29 	510.282	524.807	766.955	47.308 
30 	510.282	528.014	775.375	51.1837
31 	510.282	528.044	770.113	52.1169
32 	510.282	523.293	735.924	43.4126
33 	510.282	521.849	751.519	41.6268
34 	510.282	524.576	738.578	45.111 
35 	494.293	526.337	764.354	48.7953
36 	485.488	527.076	772.369	50.2407
37 	484.42 	527.309	790.411	53.0167
38 	465.903	520.123	756.023	60.2026
39 	465.425	501.505	769.779	59.2954
40 	465.308	489.873	729.252	60.383 
41 	465.301	485.424	929.151	60.9486
42 	465.301	482.391	741.497	54.8182
43 	465.301	482.594	766.671	57.6406
44 	465.3  	483.984	1354.64	64.9665
45 	465.298	484.346	741.629	59.0924
46 	465.297	486.323	771.682	61.9728
47 	465.262	486.028	763.789	62.0019
48 	456.092	482.869	757.031	56.3538
49 	455.792	484.19 	784.041	57.5427
50 	455.145	485.453	798.791	62.4297
